uni_type_label,province,subject_combination,score,tuition_fee,certification_name,certification_score,certification_score_equivalence,conduct_grade_10,conduct_grade_11,conduct_grade_12,academic_performance_grade_10,academic_performance_grade_11,academic_performance_grade_12,major_code,admission_code,y_base,score_final,is_base_row
1,An Giang,M010,"22,79",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140201THPTQG,"22,79","22,79",TRUE
1,An Giang,M013,"22,79",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140201THPTQG,"22,79","22,79",TRUE
1,An Giang,C00,"26,99",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140205THPTQG,"26,99","26,99",TRUE
1,An Giang,C19,"26,99",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140205THPTQG,"26,99","26,99",TRUE
1,An Giang,D01,"26,99",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140205THPTQG,"26,99","26,99",TRUE
1,An Giang,D66,"26,99",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140205THPTQG,"26,99","26,99",TRUE
1,An Giang,A00,"26,63",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140202THPTQG,"26,63","26,63",TRUE
1,An Giang,A01,"26,63",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140202THPTQG,"26,63","26,63",TRUE
1,An Giang,C00,"26,63",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140202THPTQG,"26,63","26,63",TRUE
1,An Giang,D01,"26,63",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140202THPTQG,"26,63","26,63",TRUE
1,An Giang,D01,"28,18",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140209THPTQG,"28,18","28,18",TRUE
1,An Giang,A00,"28,18",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140209THPTQG,"28,18","28,18",TRUE
1,An Giang,A01,"28,18",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140209THPTQG,"28,18","28,18",TRUE
1,An Giang,C01,"28,18",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140209THPTQG,"28,18","28,18",TRUE
1,An Giang,C01,"25,57",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140211THPTQG,"25,57","25,57",TRUE
1,An Giang,A01,"25,57",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140211THPTQG,"25,57","25,57",TRUE
1,An Giang,A17,"25,57",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140211THPTQG,"25,57","25,57",TRUE
1,An Giang,A00,"25,57",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140211THPTQG,"25,57","25,57",TRUE
1,An Giang,A00,"25,81",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140212THPTQG,"25,81","25,81",TRUE
1,An Giang,B00,"25,81",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140212THPTQG,"25,81","25,81",TRUE
1,An Giang,C02,"25,81",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140212THPTQG,"25,81","25,81",TRUE
1,An Giang,D07,"25,81",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140212THPTQG,"25,81","25,81",TRUE
1,An Giang,C00,"27,44",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140217THPTQG,"27,44","27,44",TRUE
1,An Giang,D01,"27,44",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140217THPTQG,"27,44","27,44",TRUE
1,An Giang,D14,"27,44",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140217THPTQG,"27,44","27,44",TRUE
1,An Giang,D15,"27,44",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140217THPTQG,"27,44","27,44",TRUE
1,An Giang,A08,"27,91",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140218THPTQG,"27,91","27,91",TRUE
1,An Giang,C00,"27,91",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140218THPTQG,"27,91","27,91",TRUE
1,An Giang,D14,"27,91",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140218THPTQG,"27,91","27,91",TRUE
1,An Giang,C19,"27,91",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140218THPTQG,"27,91","27,91",TRUE
1,An Giang,A09,"27,91",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140219THPTQG,"27,91","27,91",TRUE
1,An Giang,C00,"27,91",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140219THPTQG,"27,91","27,91",TRUE
1,An Giang,C20,"27,91",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140219THPTQG,"27,91","27,91",TRUE
1,An Giang,D10,"27,91",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140219THPTQG,"27,91","27,91",TRUE
1,An Giang,A01,"25,61",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140231THPTQG,"25,61","25,61",TRUE
1,An Giang,D01,"25,61",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140231THPTQG,"25,61","25,61",TRUE
1,An Giang,D09,"25,61",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140231THPTQG,"25,61","25,61",TRUE
1,An Giang,D14,"25,61",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140231THPTQG,"25,61","25,61",TRUE
1,An Giang,B00,"24,98",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140213THPTQG,"24,98","24,98",TRUE
1,An Giang,B03,"24,98",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140213THPTQG,"24,98","24,98",TRUE
1,An Giang,B04,"24,98",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140213THPTQG,"24,98","24,98",TRUE
1,An Giang,D08,"24,98",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140213THPTQG,"24,98","24,98",TRUE
1,An Giang,A00,"24,66",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140247THPTQG,"24,66","24,66",TRUE
1,An Giang,A01,"24,66",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140247THPTQG,"24,66","24,66",TRUE
1,An Giang,A02,"24,66",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140247THPTQG,"24,66","24,66",TRUE
1,An Giang,B00,"24,66",14100000,0,0,0,10,10,10,10,10,10,714,QSA7140247THPTQG,"24,66","24,66",TRUE
1,An Giang,A00,"21,52",14100000,0,0,0,10,10,10,10,10,10,734,QSA7340101THPTQG,"21,52","21,52",TRUE
1,An Giang,A01,"21,52",14100000,0,0,0,10,10,10,10,10,10,734,QSA7340101THPTQG,"21,52","21,52",TRUE
1,An Giang,C15,"21,52",14100000,0,0,0,10,10,10,10,10,10,734,QSA7340101THPTQG,"21,52","21,52",TRUE
1,An Giang,D01,"21,52",14100000,0,0,0,10,10,10,10,10,10,734,QSA7340101THPTQG,"21,52","21,52",TRUE
1,An Giang,A00,"23,17",14100000,0,0,0,10,10,10,10,10,10,734,QSA7340115THPTQG,"23,17","23,17",TRUE
1,An Giang,A01,"23,17",14100000,0,0,0,10,10,10,10,10,10,734,QSA7340115THPTQG,"23,17","23,17",TRUE
1,An Giang,C15,"23,17",14100000,0,0,0,10,10,10,10,10,10,734,QSA7340115THPTQG,"23,17","23,17",TRUE
1,An Giang,D01,"23,17",14100000,0,0,0,10,10,10,10,10,10,734,QSA7340115THPTQG,"23,17","23,17",TRUE
1,An Giang,A00,"22,56",14100000,0,0,0,10,10,10,10,10,10,734,QSA7340201THPTQG,"22,56","22,56",TRUE
1,An Giang,A01,"22,56",14100000,0,0,0,10,10,10,10,10,10,734,QSA7340201THPTQG,"22,56","22,56",TRUE
1,An Giang,C15,"22,56",14100000,0,0,0,10,10,10,10,10,10,734,QSA7340201THPTQG,"22,56","22,56",TRUE
1,An Giang,D01,"22,56",14100000,0,0,0,10,10,10,10,10,10,734,QSA7340201THPTQG,"22,56","22,56",TRUE
1,An Giang,A00,"23,02",14100000,0,0,0,10,10,10,10,10,10,734,QSA7340301THPTQG,"23,02","23,02",TRUE
1,An Giang,A01,"23,02",14100000,0,0,0,10,10,10,10,10,10,734,QSA7340301THPTQG,"23,02","23,02",TRUE
1,An Giang,C15,"23,02",14100000,0,0,0,10,10,10,10,10,10,734,QSA7340301THPTQG,"23,02","23,02",TRUE
1,An Giang,D01,"23,02",14100000,0,0,0,10,10,10,10,10,10,734,QSA7340301THPTQG,"23,02","23,02",TRUE
1,An Giang,A01,"25,1",14100000,0,0,0,10,10,10,10,10,10,738,QSA7380101THPTQG,"25,1","25,1",TRUE
1,An Giang,C00,"25,1",14100000,0,0,0,10,10,10,10,10,10,738,QSA7380101THPTQG,"25,1","25,1",TRUE
1,An Giang,C01,"25,1",14100000,0,0,0,10,10,10,10,10,10,738,QSA7380101THPTQG,"25,1","25,1",TRUE
1,An Giang,D01,"25,1",14100000,0,0,0,10,10,10,10,10,10,738,QSA7380101THPTQG,"25,1","25,1",TRUE
1,An Giang,A00,16,15200000,0,0,0,10,10,10,10,10,10,742,QSA7420201THPTQG,16,16,TRUE
1,An Giang,B00,16,15200000,0,0,0,10,10,10,10,10,10,742,QSA7420201THPTQG,16,16,TRUE
1,An Giang,C15,16,15200000,0,0,0,10,10,10,10,10,10,742,QSA7420201THPTQG,16,16,TRUE
1,An Giang,D01,16,15200000,0,0,0,10,10,10,10,10,10,742,QSA7420201THPTQG,16,16,TRUE
1,An Giang,A00,"19,4",16400000,0,0,0,10,10,10,10,10,10,748,QSA7480103THPTQG,"19,4","19,4",TRUE
1,An Giang,A01,"19,4",16400000,0,0,0,10,10,10,10,10,10,748,QSA7480103THPTQG,"19,4","19,4",TRUE
1,An Giang,C01,"19,4",16400000,0,0,0,10,10,10,10,10,10,748,QSA7480103THPTQG,"19,4","19,4",TRUE
1,An Giang,D01,"19,4",16400000,0,0,0,10,10,10,10,10,10,748,QSA7480103THPTQG,"19,4","19,4",TRUE
1,An Giang,A00,"20,72",16400000,0,0,0,10,10,10,10,10,10,748,QSA7480201THPTQG,"20,72","20,72",TRUE
1,An Giang,A01,"20,72",16400000,0,0,0,10,10,10,10,10,10,748,QSA7480201THPTQG,"20,72","20,72",TRUE
1,An Giang,C01,"20,72",16400000,0,0,0,10,10,10,10,10,10,748,QSA7480201THPTQG,"20,72","20,72",TRUE
1,An Giang,D01,"20,72",16400000,0,0,0,10,10,10,10,10,10,748,QSA7480201THPTQG,"20,72","20,72",TRUE
1,An Giang,A16,"16,2",16400000,0,0,0,10,10,10,10,10,10,751,QSA7510406THPTQG,"16,2","16,2",TRUE
1,An Giang,B03,"16,2",16400000,0,0,0,10,10,10,10,10,10,751,QSA7510406THPTQG,"16,2","16,2",TRUE
1,An Giang,C15,"16,2",16400000,0,0,0,10,10,10,10,10,10,751,QSA7510406THPTQG,"16,2","16,2",TRUE
1,An Giang,D01,"16,2",16400000,0,0,0,10,10,10,10,10,10,751,QSA7510406THPTQG,"16,2","16,2",TRUE
1,An Giang,A00,"16,2",16400000,0,0,0,10,10,10,10,10,10,751,QSA7510401THPTQG,"16,2","16,2",TRUE
1,An Giang,B00,"16,2",16400000,0,0,0,10,10,10,10,10,10,751,QSA7510401THPTQG,"16,2","16,2",TRUE
1,An Giang,C05,"16,2",16400000,0,0,0,10,10,10,10,10,10,751,QSA7510401THPTQG,"16,2","16,2",TRUE
1,An Giang,C08,"16,2",16400000,0,0,0,10,10,10,10,10,10,751,QSA7510401THPTQG,"16,2","16,2",TRUE
1,An Giang,A00,16,16400000,0,0,0,10,10,10,10,10,10,754,QSA7540101THPTQG,16,16,TRUE
1,An Giang,B00,16,16400000,0,0,0,10,10,10,10,10,10,754,QSA7540101THPTQG,16,16,TRUE
1,An Giang,C05,16,16400000,0,0,0,10,10,10,10,10,10,754,QSA7540101THPTQG,16,16,TRUE
1,An Giang,D07,16,16400000,0,0,0,10,10,10,10,10,10,754,QSA7540101THPTQG,16,16,TRUE
1,An Giang,A00,16,16400000,0,0,0,10,10,10,10,10,10,754,QSA7540104THPTQG,16,16,TRUE
1,An Giang,B00,16,16400000,0,0,0,10,10,10,10,10,10,754,QSA7540104THPTQG,16,16,TRUE
1,An Giang,C05,16,16400000,0,0,0,10,10,10,10,10,10,754,QSA7540104THPTQG,16,16,TRUE
1,An Giang,D01,16,16400000,0,0,0,10,10,10,10,10,10,754,QSA7540104THPTQG,16,16,TRUE
1,An Giang,A00,16,16400000,0,0,0,10,10,10,10,10,10,754,QSA7540106THPTQG,16,16,TRUE
1,An Giang,B00,16,16400000,0,0,0,10,10,10,10,10,10,754,QSA7540106THPTQG,16,16,TRUE
1,An Giang,C05,16,16400000,0,0,0,10,10,10,10,10,10,754,QSA7540106THPTQG,16,16,TRUE
1,An Giang,D07,16,16400000,0,0,0,10,10,10,10,10,10,754,QSA7540106THPTQG,16,16,TRUE
1,An Giang,A02,"18,2",16400000,0,0,0,10,10,10,10,10,10,762,QSA7620105THPTQG,"18,2","18,2",TRUE
1,An Giang,B00,"18,2",16400000,0,0,0,10,10,10,10,10,10,762,QSA7620105THPTQG,"18,2","18,2",TRUE
1,An Giang,C15,"18,2",16400000,0,0,0,10,10,10,10,10,10,762,QSA7620105THPTQG,"18,2","18,2",TRUE
1,An Giang,D08,"18,2",16400000,0,0,0,10,10,10,10,10,10,762,QSA7620105THPTQG,"18,2","18,2",TRUE
1,An Giang,A00,16,16400000,0,0,0,10,10,10,10,10,10,762,QSA7620110THPTQG,16,16,TRUE
1,An Giang,B00,16,16400000,0,0,0,10,10,10,10,10,10,762,QSA7620110THPTQG,16,16,TRUE
1,An Giang,C15,16,16400000,0,0,0,10,10,10,10,10,10,762,QSA7620110THPTQG,16,16,TRUE
1,An Giang,D01,16,16400000,0,0,0,10,10,10,10,10,10,762,QSA7620110THPTQG,16,16,TRUE
1,An Giang,A00,"21,9",16400000,0,0,0,10,10,10,10,10,10,762,QSA7620112THPTQG,"21,9","21,9",TRUE
1,An Giang,B00,"21,9",16400000,0,0,0,10,10,10,10,10,10,762,QSA7620112THPTQG,"21,9","21,9",TRUE
1,An Giang,C15,"21,9",16400000,0,0,0,10,10,10,10,10,10,762,QSA7620112THPTQG,"21,9","21,9",TRUE
1,An Giang,D01,"21,9",16400000,0,0,0,10,10,10,10,10,10,762,QSA7620112THPTQG,"21,9","21,9",TRUE
1,An Giang,A00,"22,08",16400000,0,0,0,10,10,10,10,10,10,762,QSA7620116THPTQG,"22,08","22,08",TRUE
1,An Giang,B00,"22,08",16400000,0,0,0,10,10,10,10,10,10,762,QSA7620116THPTQG,"22,08","22,08",TRUE
1,An Giang,C00,"22,08",16400000,0,0,0,10,10,10,10,10,10,762,QSA7620116THPTQG,"22,08","22,08",TRUE
1,An Giang,D01,"22,08",16400000,0,0,0,10,10,10,10,10,10,762,QSA7620116THPTQG,"22,08","22,08",TRUE
1,An Giang,A00,"16,15",16400000,0,0,0,10,10,10,10,10,10,762,QSA7620301THPTQG,"16,15","16,15",TRUE
1,An Giang,B00,"16,15",16400000,0,0,0,10,10,10,10,10,10,762,QSA7620301THPTQG,"16,15","16,15",TRUE
1,An Giang,D01,"16,15",16400000,0,0,0,10,10,10,10,10,10,762,QSA7620301THPTQG,"16,15","16,15",TRUE
1,An Giang,D10,"16,15",16400000,0,0,0,10,10,10,10,10,10,762,QSA7620301THPTQG,"16,15","16,15",TRUE
1,An Giang,A00,"21,4",15000000,0,0,0,10,10,10,10,10,10,731,QSA7310106THPTQG,"21,4","21,4",TRUE
1,An Giang,A01,"21,4",15000000,0,0,0,10,10,10,10,10,10,731,QSA7310106THPTQG,"21,4","21,4",TRUE
1,An Giang,C15,"21,4",15000000,0,0,0,10,10,10,10,10,10,731,QSA7310106THPTQG,"21,4","21,4",TRUE
1,An Giang,D01,"21,4",15000000,0,0,0,10,10,10,10,10,10,731,QSA7310106THPTQG,"21,4","21,4",TRUE
1,An Giang,A01,"23,95",15000000,0,0,0,10,10,10,10,10,10,731,QSA7310630THPTQG,"23,95","23,95",TRUE
1,An Giang,C00,"23,95",15000000,0,0,0,10,10,10,10,10,10,731,QSA7310630THPTQG,"23,95","23,95",TRUE
1,An Giang,C04,"23,95",15000000,0,0,0,10,10,10,10,10,10,731,QSA7310630THPTQG,"23,95","23,95",TRUE
1,An Giang,D01,"23,95",15000000,0,0,0,10,10,10,10,10,10,731,QSA7310630THPTQG,"23,95","23,95",TRUE
1,An Giang,A01,"21,71",15000000,0,0,0,10,10,10,10,10,10,722,QSA7220201THPTQG,"21,71","21,71",TRUE
1,An Giang,D09,"21,71",15000000,0,0,0,10,10,10,10,10,10,722,QSA7220201THPTQG,"21,71","21,71",TRUE
1,An Giang,D14,"21,71",15000000,0,0,0,10,10,10,10,10,10,722,QSA7220201THPTQG,"21,71","21,71",TRUE
1,An Giang,D01,"21,71",15000000,0,0,0,10,10,10,10,10,10,722,QSA7220201THPTQG,"21,71","21,71",TRUE
1,An Giang,C00,"24,91",15000000,0,0,0,10,10,10,10,10,10,722,QSA7229030THPTQG,"24,91","24,91",TRUE
1,An Giang,D15,"24,91",15000000,0,0,0,10,10,10,10,10,10,722,QSA7229030THPTQG,"24,91","24,91",TRUE
1,An Giang,D14,"24,91",15000000,0,0,0,10,10,10,10,10,10,722,QSA7229030THPTQG,"24,91","24,91",TRUE
1,An Giang,D01,"24,91",15000000,0,0,0,10,10,10,10,10,10,722,QSA7229030THPTQG,"24,91","24,91",TRUE
1,An Giang,C00,"23,47",15000000,0,0,0,10,10,10,10,10,10,722,QSA7229001THPTQG,"23,47","23,47",TRUE
1,An Giang,A01,"23,47",15000000,0,0,0,10,10,10,10,10,10,722,QSA7229001THPTQG,"23,47","23,47",TRUE
1,An Giang,C01,"23,47",15000000,0,0,0,10,10,10,10,10,10,722,QSA7229001THPTQG,"23,47","23,47",TRUE
1,An Giang,D01,"23,47",15000000,0,0,0,10,10,10,10,10,10,722,QSA7229001THPTQG,"23,47","23,47",TRUE
1,An Giang,A00,"21,41",15000000,0,0,0,10,10,10,10,10,10,785,QSA7850101THPTQG,"21,41","21,41",TRUE
1,An Giang,B00,"21,41",15000000,0,0,0,10,10,10,10,10,10,785,QSA7850101THPTQG,"21,41","21,41",TRUE
1,An Giang,C15,"21,41",15000000,0,0,0,10,10,10,10,10,10,785,QSA7850101THPTQG,"21,41","21,41",TRUE
1,An Giang,D01,"21,41",15000000,0,0,0,10,10,10,10,10,10,785,QSA7850101THPTQG,"21,41","21,41",TRUE
1,An Giang,A02,"19,58",15000000,0,0,0,10,10,10,10,10,10,764,QSA7640101THPTQG,"19,58","19,58",TRUE
1,An Giang,B00,"19,58",15000000,0,0,0,10,10,10,10,10,10,764,QSA7640101THPTQG,"19,58","19,58",TRUE
1,An Giang,C08,"19,58",15000000,0,0,0,10,10,10,10,10,10,764,QSA7640101THPTQG,"19,58","19,58",TRUE
1,An Giang,D08,"19,58",15000000,0,0,0,10,10,10,10,10,10,764,QSA7640101THPTQG,"19,58","19,58",TRUE
0,TP. Hồ Chí Minh,VNUHCM,600,62400000,0,0,0,10,10,10,10,10,10,714,SIU7140103ĐGNL,600,600,TRUE
0,TP. Hồ Chí Minh,VNUHCM,650,32487000,0,0,0,10,10,10,10,10,10,722,SIU7220201ĐGNL,650,650,TRUE
0,TP. Hồ Chí Minh,VNUHCM,600,54816000,0,0,0,10,10,10,10,10,10,731,SIU7310401ĐGNL,600,600,TRUE
0,TP. Hồ Chí Minh,VNUHCM,600,72875000,0,0,0,10,10,10,10,10,10,731,SIU7310608ĐGNL,600,600,TRUE
0,TP. Hồ Chí Minh,VNUHCM,650,62400000,0,0,0,10,10,10,10,10,10,732,SIU7320104ĐGNL,650,650,TRUE
0,TP. Hồ Chí Minh,VNUHCM,610,62400000,0,0,0,10,10,10,10,10,10,732,SIU7320108ĐGNL,610,610,TRUE
0,TP. Hồ Chí Minh,VNUHCM,600,74095250,0,0,0,10,10,10,10,10,10,734,SIU7340101ĐGNL,600,600,TRUE
0,TP. Hồ Chí Minh,VNUHCM,640,65350500,0,0,0,10,10,10,10,10,10,734,SIU7340122ĐGNL,640,640,TRUE
0,TP. Hồ Chí Minh,VNUHCM,650,87523500,0,0,0,10,10,10,10,10,10,734,SIU7340301ĐGNL,650,650,TRUE
0,TP. Hồ Chí Minh,VNUHCM,600,80460250,0,0,0,10,10,10,10,10,10,738,SIU7380107ĐGNL,600,600,TRUE
0,TP. Hồ Chí Minh,VNUHCM,650,62398000,0,0,0,10,10,10,10,10,10,748,SIU7480101ĐGNL,650,650,TRUE
0,TP. Hồ Chí Minh,VNUHCM,600,31150000,0,0,0,10,10,10,10,10,10,748,SIU7480201ĐGNL,600,600,TRUE
0,TP. Hồ Chí Minh,VNUHCM,600,72912500,0,0,0,10,10,10,10,10,10,751,SIU7510605ĐGNL,600,600,TRUE
0,TP. Hồ Chí Minh,VNUHCM,630,61246500,0,0,0,10,10,10,10,10,10,781,SIU7810201ĐGNL,630,630,TRUE
0,TP. Hồ Chí Minh,A00,16,62400000,0,0,0,10,10,10,10,10,10,714,SIU7140103THPTQG,16,16,TRUE
0,TP. Hồ Chí Minh,A01,16,62400000,0,0,0,10,10,10,10,10,10,714,SIU7140103THPTQG,16,16,TRUE
0,TP. Hồ Chí Minh,D01,16,62400000,0,0,0,10,10,10,10,10,10,714,SIU7140103THPTQG,16,16,TRUE
0,TP. Hồ Chí Minh,D07,16,62400000,0,0,0,10,10,10,10,10,10,714,SIU7140103THPTQG,16,16,TRUE
0,TP. Hồ Chí Minh,D01,17,32487000,0,0,0,10,10,10,10,10,10,722,SIU7220201THPTQG,17,17,TRUE
0,TP. Hồ Chí Minh,D11,17,32487000,0,0,0,10,10,10,10,10,10,722,SIU7220201THPTQG,17,17,TRUE
0,TP. Hồ Chí Minh,D12,17,32487000,0,0,0,10,10,10,10,10,10,722,SIU7220201THPTQG,17,17,TRUE
0,TP. Hồ Chí Minh,D15,17,32487000,0,0,0,10,10,10,10,10,10,722,SIU7220201THPTQG,17,17,TRUE
0,TP. Hồ Chí Minh,D01,16,54816000,0,0,0,10,10,10,10,10,10,731,SIU7310401THPTQG,16,16,TRUE
0,TP. Hồ Chí Minh,C00,16,54816000,0,0,0,10,10,10,10,10,10,731,SIU7310401THPTQG,16,16,TRUE
0,TP. Hồ Chí Minh,D14,16,54816000,0,0,0,10,10,10,10,10,10,731,SIU7310401THPTQG,16,16,TRUE
0,TP. Hồ Chí Minh,D15,16,54816000,0,0,0,10,10,10,10,10,10,731,SIU7310401THPTQG,16,16,TRUE
0,TP. Hồ Chí Minh,A01,16,72875000,0,0,0,10,10,10,10,10,10,731,SIU7310608THPTQG,16,16,TRUE
0,TP. Hồ Chí Minh,C00,16,72875000,0,0,0,10,10,10,10,10,10,731,SIU7310608THPTQG,16,16,TRUE
0,TP. Hồ Chí Minh,D01,16,72875000,0,0,0,10,10,10,10,10,10,731,SIU7310608THPTQG,16,16,TRUE
